Incident,RequestedBy,Description,Category,Solution_code,Start_Date,End_Date,Status,Assignement_Group,Ticket_Criticality,Env,SolvedBy
INC00016807,Xyla Diaz,Job stuck with HS2,No Fault Found,Training/Advise,8/6/2022 10:03,8/15/2022 14:03,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,DEV,Damari Mcgrath
INC00016808,Hu Mack,HUE not working, it is down since more than 2 hours,Capacity,6/21/2022 0:43,6/27/2022 19:43,Closed,HADOOP_ENGG,1-Critical,UAT,Chloe Anderson
INC00016809,Roland Wells,Error Submitting Spark Job,Capacity,Workaround,8/28/2021 0:11,9/1/2021 12:11,In-Progress,HADOOP_SUPPORT_L3,1-Critical,SIT,Odin Potter
INC00016810,Yvette Irwin,Hadoop LdapGroupsMapping does not support LDAPS for self-signed LDAP server,User Access,Permissions Updated,6/4/2021 2:09,6/11/2021 19:09,In-Progress,HADOOP_SUPPORT_L1,2-High,UAT,Nyla Reid
INC00016811,Reid Cole,UAT  spark submit not going to the designated queue,Configuration,Amend Configuration,1/22/2022 3:43,2/2/2022 23:43,In-Progress,HADOOP_ENGG,2-High,PROD,Yurem Montes
INC00016812,Dalton Saunders,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,7/2/2022 22:37,7/11/2022 20:37,New,HADOOP_SUPPORT_L3,3-Moderate,UAT,Guadalupe Mcneil
INC00016813,Linda White,None of the busines user can access path on Hue,Miscategorised,Training/Advise,8/8/2021 19:48,8/21/2021 3:48,On-Hold,HADOOP_ENGG,3-Moderate,DEV,Seth Holder
INC00016814,April Cobb,CVE-2018-1296 Permissive Apache Hadoop HDFS listXAttr Authorization Exposes Extended Attribute Key/Value Pairs,Security,Keytab Created,1/20/2023 3:27,1/22/2023 17:27,In-Progress,HADOOP_SUPPORT_L3,4-Low,UAT,Laci Acosta
INC00016815,Mason Roman,Unable to schedule oozie_workflow,Account Administration,Workaround,6/14/2020 22:06,6/27/2020 3:06,In-Progress,HADOOP_SUPPORT_L3,1-Critical,UAT,Odin Potter
INC00016816,Charlie Edwards,SparkUI: Failed to bind SparkUI,Capacity,Housekeeping,2/5/2023 6:37,2/9/2023 1:37,Closed,HADOOP_ENGG,1-Critical,PROD,Landin Vaughn
INC00016817,Daryl Davis,Unable to start a spark session,Dependent System,No Action Taken,3/23/2020 21:28,4/3/2020 16:28,Resolved,HADOOP_SUPPORT_L3,1-Critical,SIT,Odin Potter
INC00016818,Max Campbell,Deleting data form external Hive tables,Data,Data Deleted,1/25/2022 2:07,2/5/2022 19:07,In-Progress,HADOOP_ENGG,1-Critical,UAT,Landin Vaughn
INC00016819,Anthony Haynes,Not able to run workflow from Hue in PROD.,User Access,Permissions Updated,1/11/2021 7:22,1/19/2021 10:22,New,HADOOP_SUPPORT_L2,3-Moderate,UAT,Sullivan Preston
INC00016820,Jesse Shepherd,Kindly check and let me know is it possible to add additional resource to hadoop_global,Capacity,Additional Capacity,10/6/2022 17:12,10/13/2022 15:12,New,HADOOP_SUPPORT_L2,3-Moderate,PROD,Isabella Sheppard
INC00016821,Alan Hinton,Production queue crunch in root.abcdefgh ; Job stuck for long time,Account Administration,Additional Capacity,4/18/2020 17:01,4/29/2020 8:01,On-Hold,HADOOP_SUPPORT_L1,4-Low,SIT,Alonzo Berger
INC00016822,Henry Russell,Caused by: org.apache.hadoop.hdfs.BlockMissingException,Configuration,Workaround,7/22/2021 19:01,7/26/2021 14:01,Resolved,HADOOP_ENGG,2-High,SIT,Chloe Anderson
INC00016823,Jenette Bates,Error when trying to log in to HUE DR,Configuration,Workaround,9/29/2020 0:50,10/5/2020 20:50,Closed,HADOOP_SUPPORT_L3,3-Moderate,SIT,Guadalupe Mcneil
INC00016824,Dale Higgins,Hue Authentication getting expired repeatedly,Configuration,Workaround,5/30/2022 6:18,6/6/2022 12:18,Closed,HADOOP_SUPPORT_L1,3-Moderate,SIT,Eliana Matthews
INC00016825,Lenny Williams,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,12/2/2021 22:17,12/13/2021 6:17,On-Hold,HADOOP_ENGG,3-Moderate,UAT,Pamela Hancock
INC00016826,Vivian Sullivan,[Spark][PROD]Not possible to share same queue with more than one Spark session,Configuration,Workaround,2/23/2022 14:10,3/7/2022 23:10,Closed,HADOOP_SUPPORT_L1,4-Low,DEV,Lacey Cole
INC00016827,Agata Richards,Please create Ranger policy for network team,User Access,Permissions Granted,6/10/2020 5:28,6/11/2020 23:28,New,HADOOP_SUPPORT_L1,4-Low,DEV,Alonzo Berger
INC00016828,Geoffrey Chang,User is not able to access hue url. Getting UnboundLocalError,Configuration,Amend Configuration,7/31/2022 16:55,8/7/2022 0:55,Resolved,HADOOP_ENGG,1-Critical,UAT,Pamela Hancock
INC00016829,Nola Munoz,Not able to open spark-shell terminal,Configuration,Workaround,6/3/2021 19:28,6/6/2021 22:28,New,HADOOP_SUPPORT_L2,4-Low,PROD,Rashad Allen
INC00016830,Sean Mcleod,Ranger autorization failed,Configuration,Amend Configuration,7/29/2020 9:24,8/3/2020 8:24,Closed,HADOOP_SUPPORT_L2,2-High,DEV,Kiera Gallegos
INC00016831,Derek York,All jobs stuck in Spark Command,User Access,Permissions Updated,5/27/2021 4:26,5/29/2021 2:26,New,HADOOP_SUPPORT_L1,1-Critical,SIT,Esmeralda Maldonado
INC00016832,Quamar Ramirez,Not able to access database HIVE in  prod,Dependent System,Workaround,7/27/2020 14:34,7/27/2020 16:34,Resolved,HADOOP_ENGG,3-Moderate,DEV,Yurem Montes
INC00016833,Arianna Bennett,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,3/25/2022 2:59,3/31/2022 16:59,On-Hold,HADOOP_SUPPORT_L1,1-Critical,PROD,Shirley Randolph
INC00016834,Ryan Higgins,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,Miscategorised,6/12/2020 2:11,6/21/2020 6:11,In-Progress,HADOOP_SUPPORT_L2,1-Critical,SIT,Sullivan Preston
INC00016835,Alissa Dixon,Oozie job scheduler not tiggering,Configuration,Workaround,7/30/2020 14:39,8/11/2020 13:39,New,HADOOP_SUPPORT_L2,3-Moderate,UAT,Damari Mcgrath
INC00016836,Nerea Fitzgerald,Business user is getting error while accessing hue.,Troubleshooting Fix,Workaround,7/1/2021 6:50,7/4/2021 9:50,In-Progress,HADOOP_ENGG,2-High,DEV,Chloe Anderson
INC00016837,Emmanuel Valentine,Slowness in Hue,Capacity,Workaround,1/18/2023 3:36,1/21/2023 4:36,Resolved,HADOOP_SUPPORT_L3,3-Moderate,DEV,Odin Potter
INC00016838,Roland Wells,We have a job abend due to org.apache.hadoop.hdfs.BlockMissingException for application,Capacity,Housekeeping,6/24/2020 21:32,7/5/2020 19:32,Resolved,HADOOP_SUPPORT_L1,3-Moderate,PROD,Jaquan Mcclure
INC00016839,Edwin Owens,Spark error on UAT Cluster connectivity via DoD,Configuration,Workaround,5/28/2022 13:43,6/9/2022 17:43,In-Progress,HADOOP_SUPPORT_L1,1-Critical,PROD,Keaton Forbes
INC00016840,Ella Frank,HDFS fails   ACL support for the NFS gateway,User Access,Permissions Updated,5/28/2021 8:16,6/6/2021 9:16,New,HADOOP_ENGG,2-High,UAT,Chloe Anderson
INC00016841,Rhoda Sherman,Issue in Hive,Capacity,Housekeeping,6/10/2021 13:49,6/14/2021 9:49,On-Hold,HADOOP_SUPPORT_L3,3-Moderate,DEV,Odin Potter
INC00016842,Mara England,User are not able to access Hue on PROD environment,Account Administration,Training/Advise,7/11/2021 10:00,7/13/2021 15:00,In-Progress,HADOOP_SUPPORT_L2,3-Moderate,DEV,Isabella Sheppard
INC00016843,Natalie Warren,Urgent configuration correction required on Resource scheduler for roots.xyz queue,Configuration,Amend Configuration,12/6/2020 10:47,12/14/2020 19:47,In-Progress,HADOOP_SUPPORT_L3,2-High,SIT,Laci Acosta
INC00016844,Damon Martinez,Spark error on UAT Cluster connectivity via DoD,Configuration,Workaround,5/11/2021 8:07,5/18/2021 1:07,Closed,HADOOP_SUPPORT_L2,4-Low,UAT,Kiera Gallegos
INC00016845,Vladimir Lynn,Hive and Oozie is  down.,Known Error,No Action Taken,1/7/2021 14:54,1/9/2021 16:54,In-Progress,HADOOP_SUPPORT_L3,4-Low,SIT,Guadalupe Mcneil
INC00016846,Frederick Martin,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,3/4/2020 11:42,3/12/2020 5:42,New,HADOOP_SUPPORT_L1,1-Critical,UAT,Marianna Stafford
INC00016847,Kimberly Payne,Not able to open spark-shell terminal,Configuration,Workaround,3/30/2022 3:39,4/5/2022 5:39,Closed,HADOOP_SUPPORT_L3,2-High,UAT,Kaydence Luna
INC00016848,Jessica Fowler,ACL Issue - Unable to access Hue Database Report,User Access,Permissions Updated,11/24/2022 7:03,11/29/2022 13:03,Closed,HADOOP_ENGG,4-Low,SIT,Pamela Hancock
INC00016849,Tiger Mays,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,3/5/2023 10:22,3/5/2023 13:22,Closed,HADOOP_SUPPORT_L3,3-Moderate,PROD,Iyana Stein
INC00016850,Amanda Allen,Job aborted abruptly,Capacity,Housekeeping,10/2/2022 8:37,10/8/2022 19:37,Resolved,HADOOP_SUPPORT_L1,3-Moderate,UAT,Jaquan Mcclure
INC00016851,Sofia Perry,unable to connect to hive service down,Access,Access Permissions Modified,4/3/2023 0:05,4/7/2023 15:05,On-Hold,HADOOP_ENGG,1-Critical,DEV,Seth Holder
INC00016852,Sawyer Holmes,Error while executing pySpark jobs,No Fault Found,No Action Taken,6/5/2022 6:42,6/15/2022 10:42,New,HADOOP_SUPPORT_L3,3-Moderate,UAT,Ariana Avila
INC00016853,Samson Watkins,Transferring empty file to HDFS when trying to send files via webHDFS protocol,Data-Transaction,Workaround,11/19/2022 19:48,12/1/2022 15:48,On-Hold,HADOOP_SUPPORT_L3,4-Low,SIT,Sandra Myers
INC00016854,Max Robinson,Revoke exeute priv for user in ranger,User Access,Permissions Updated,7/24/2021 10:16,7/26/2021 9:16,In-Progress,HADOOP_SUPPORT_L1,2-High,PROD,Alonzo Berger
INC00016855,Uma Finch,issue with hive property modification,Configuration,Workaround,1/18/2020 19:01,1/27/2020 21:01,In-Progress,HADOOP_SUPPORT_L2,1-Critical,DEV,Alana Hughes
INC00016856,James Johnson,We have facing issue while running queries on HUE and CLI for PROD,Data,Workaround,6/28/2020 20:19,7/8/2020 6:19,Resolved,HADOOP_SUPPORT_L1,3-Moderate,UAT,Giovanna Henson
INC00016857,Amal Flowers,Hive Slowness,Capacity,Additional Capacity,5/14/2023 21:00,5/17/2023 19:00,In-Progress,HADOOP_SUPPORT_L3,2-High,SIT,Uriel Howell
INC00016858,Giselle Velazquez,DistCp between unencrypted and encrypted locations fails,Datacopy,Data Copied,7/27/2020 23:39,7/29/2020 18:39,New,HADOOP_SUPPORT_L1,2-High,PROD,Keaton Forbes
INC00016859,Heather Stevens,Unable to schedule wf_invalid. hue-oozie-1674471069.81,Account Administration,Training/Advise,5/27/2020 14:35,6/8/2020 6:35,In-Progress,HADOOP_SUPPORT_L1,4-Low,PROD,Alyvia Baker
INC00016860,Harper Wynn,Apache Hadoop MapReduce Job History Server (JHS) vulnerability,Troubleshooting,Syster Driver Updated,4/24/2021 3:02,5/4/2021 14:02,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,SIT,Rashad Allen
INC00016861,Cruz Hays,Error while executing pySpark jobs,No Fault Found,No Action Taken,8/2/2022 14:24,8/14/2022 6:24,In-Progress,HADOOP_ENGG,3-Moderate,SIT,Pamela Hancock
INC00016862,Walter Fowler,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,3/23/2022 11:10,3/30/2022 20:10,Closed,HADOOP_SUPPORT_L2,4-Low,DEV,Colton Robertson
INC00016863,Maximilian Parker,Hue Links are not working for all the domains,User Access,Not Listed,10/24/2020 20:13,10/26/2020 12:13,New,HADOOP_SUPPORT_L1,1-Critical,DEV,Jaquan Mcclure
INC00016864,Owen Moore,webHDFS  namenode operations Failing,Data,Workaround,10/15/2022 23:52,10/17/2022 21:52,New,HADOOP_SUPPORT_L1,4-Low,SIT,Marianna Stafford
INC00016865,Robert Holmes,Unable to create hive table in UAT env,No Fault Found,No Action Taken,6/20/2022 10:21,6/22/2022 10:21,Closed,HADOOP_SUPPORT_L2,4-Low,SIT,Edwin Ali
INC00016866,Nola Pruitt,SparkUI: Failed to bind SparkUI,Capacity,Housekeeping,11/21/2022 16:12,11/26/2022 22:12,On-Hold,HADOOP_SUPPORT_L2,2-High,UAT,Isabella Sheppard
INC00016867,Alissa Dixon,webHDFS  namenode operations Failing,Data,Workaround,3/21/2021 1:07,3/31/2021 17:07,Resolved,HADOOP_SUPPORT_L3,4-Low,UAT,Ariana Avila
INC00016868,Blake Hawkins,Spark connected jobs are failing,Capacity,Workaround,6/17/2022 0:06,6/24/2022 9:06,In-Progress,HADOOP_ENGG,3-Moderate,UAT,Landin Vaughn
INC00016869,Carlos Davis,adding spark packages in CDSW,Capacity,Housekeeping,4/25/2022 6:43,5/4/2022 20:43,Resolved,HADOOP_SUPPORT_L2,1-Critical,SIT,Edwin Ali
INC00016870,Madeline Riddle,Hue group Sync in Prod,Configuration,Amend Configuration,2/22/2020 21:11,2/29/2020 12:11,In-Progress,HADOOP_SUPPORT_L2,4-Low,DEV,Damari Mcgrath
INC00016871,Lucia Myers,Hive and Oozie is  down.,Known Error,Workaround,7/26/2020 0:16,8/1/2020 7:16,In-Progress,HADOOP_ENGG,2-High,DEV,Landin Vaughn
INC00016872,Aida Elliott,Revoke exeute priv for user in ranger,User Access,Permissions Updated,6/10/2021 17:41,6/16/2021 2:41,Resolved,HADOOP_SUPPORT_L2,1-Critical,DEV,Rashad Allen
INC00016873,Connie Ryan,HDFS NFS gateway and CDH installation (using packages) failedin HDFS,Configuration,Workaround,8/26/2021 16:55,8/27/2021 17:55,Resolved,HADOOP_SUPPORT_L3,2-High,DEV,Odin Potter
INC00016874,Justin Perkins,Hive and Oozie is  down.,Known Error,No Action Taken,3/7/2023 13:40,3/14/2023 13:40,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,PROD,Kiera Gallegos
INC00016875,Darcy Rogers,Hue group Sync in Prod,Configuration,Amend Configuration,10/13/2020 10:07,10/20/2020 5:07,New,HADOOP_ENGG,1-Critical,PROD,Pamela Hancock
INC00016876,Ryan Leach,All jobs stuck in Spark Command,User Access,Permissions Updated,3/24/2020 19:08,3/29/2020 17:08,On-Hold,HADOOP_SUPPORT_L3,1-Critical,PROD,Odin Potter
INC00016877,Zachery Solomon,Cannot loging into HUE (Impala) on EAP UAT,Miscategorised,Training/Advise,3/25/2022 8:40,4/1/2022 1:40,New,HADOOP_SUPPORT_L1,1-Critical,PROD,Shirley Randolph
INC00016878,Ciara Tillman,Publisher fails  - oozie job id -168,No Fault Found,No Action Taken,11/26/2021 19:46,12/6/2021 13:46,In-Progress,HADOOP_SUPPORT_L2,1-Critical,SIT,Rashad Allen
INC00016879,Raven Ruiz,We are facing following issue due to which spark job getting fail,Data-Transaction,Workaround,12/20/2021 19:39,12/25/2021 11:39,In-Progress,HADOOP_SUPPORT_L3,4-Low,UAT,Kaydence Luna
INC00016880,Vincent Anderson,SparkUI: Failed to bind SparkUI,Capacity,Housekeeping,3/19/2020 17:54,3/21/2020 12:54,New,HADOOP_ENGG,4-Low,DEV,Yurem Montes
INC00016881,Rhoda Sherman,Apache Hadoop MapReduce Job History Server (JHS) vulnerability,Troubleshooting,Syster Driver Updated,10/8/2022 19:48,10/11/2022 10:48,New,HADOOP_ENGG,4-Low,DEV,Seth Holder
INC00016882,Amena Justice,Hive/Implala issue ,Capacity,Workaround,2/1/2022 5:12,2/4/2022 1:12,In-Progress,HADOOP_SUPPORT_L2,4-Low,SIT,Colt Chandler
INC00016883,Marvin Montgomery,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,6/12/2022 21:35,6/16/2022 17:35,In-Progress,HADOOP_SUPPORT_L1,4-Low,DEV,Alyvia Baker
INC00016884,Jack Riley,Error Submitting Spark Job,Capacity,Workaround,7/25/2021 16:25,7/28/2021 17:25,Resolved,HADOOP_SUPPORT_L3,2-High,DEV,Eva Underwood
INC00016885,Sophia Moore,Unable to Run Pyspark/Yarn Jobs/ Automated Jobs using service accounts,User Access,Permissions Updated,12/16/2021 1:26,12/26/2021 2:26,Closed,HADOOP_SUPPORT_L1,4-Low,UAT,Rosemary Bell
INC00016886,Arden Pickett,Few Issues and questions on Impala and Hive,Miscategorised,Training/Advise,11/10/2022 14:28,11/21/2022 18:28,New,HADOOP_SUPPORT_L1,1-Critical,DEV,Kyra Velazquez
INC00016887,Scott Pruitt,Error when trying to log in to HUE DR,Configuration,Workaround,6/26/2020 13:02,6/26/2020 15:02,New,HADOOP_SUPPORT_L1,4-Low,SIT,Rosemary Bell
INC00016888,Alma York,Unable to run spark job ,No Fault Found,Workaround,5/20/2023 21:38,5/27/2023 21:38,New,HADOOP_ENGG,1-Critical,DEV,Chloe Anderson
INC00016889,Imani Mcfadden,issue with hive property modification,Configuration,Workaround,10/28/2022 15:02,10/31/2022 22:02,Closed,HADOOP_SUPPORT_L1,1-Critical,SIT,Rosemary Bell
INC00016890,Aston Payne,PROD | webHDFS  namenode operations Failing,Configuration,Workaround,4/5/2021 19:32,4/6/2021 8:32,On-Hold,HADOOP_SUPPORT_L3,3-Moderate,UAT,Sandra Myers
INC00016891,Alice Shepard,YARN log for : application_11111111111_2222  from PROD,Configuration,Workaround,3/23/2020 19:18,3/26/2020 3:18,Resolved,HADOOP_ENGG,1-Critical,DEV,Seth Holder
INC00016892,Wanda Clemons,unable to load files to HDFS path,Configuration,Amended Configuration,1/11/2021 6:04,1/16/2021 21:04,On-Hold,HADOOP_SUPPORT_L2,2-High,UAT,Colton Robertson
INC00016893,Amity Durham,PROD | webHDFS  namenode operations Failing,Configuration,Workaround,3/4/2020 4:36,3/8/2020 5:36,Closed,HADOOP_SUPPORT_L2,1-Critical,DEV,Kiera Gallegos
INC00016894,Raven Dale,Caused by: org.apache.hadoop.hdfs.BlockMissingException,Configuration,Workaround,6/26/2022 19:49,7/2/2022 7:49,Closed,HADOOP_SUPPORT_L2,4-Low,SIT,Kenny Kennedy
INC00016895,Hammett Rodriguez,Hive query issue in PROD,No Fault Found,Training/Advise,6/24/2020 2:18,7/2/2020 14:18,In-Progress,HADOOP_SUPPORT_L2,2-High,SIT,Colton Robertson
INC00016896,Charlotte Hill,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,9/10/2022 4:00,9/12/2022 20:00,Closed,HADOOP_SUPPORT_L3,4-Low,UAT,Odin Potter
INC00016897,Wynne Ramos,YARN log for : application_11111111111_2222  from PROD,Configuration,Workaround,5/11/2020 12:08,5/18/2020 16:08,Resolved,HADOOP_SUPPORT_L3,4-Low,UAT,Eva Underwood
INC00016898,Hilary Wooten,Unable to Run Pyspark/Yarn Jobs/ Automated Jobs using service accounts,User Access,Permissions Updated,4/21/2023 8:15,4/30/2023 9:15,New,HADOOP_SUPPORT_L2,3-Moderate,UAT,Colt Chandler
INC00016899,Nerea Fitzgerald,unable to load files to HDFS path,Configuration,Amended Configuration,1/15/2021 13:22,1/20/2021 1:22,Closed,HADOOP_SUPPORT_L1,4-Low,UAT,Alonzo Berger
INC00016900,Dale Higgins,Hive query issue in PROD,No Fault Found,Training/Advise,10/24/2022 15:27,10/26/2022 10:27,On-Hold,HADOOP_ENGG,1-Critical,UAT,Landin Vaughn
INC00016901,Amanda Parker,DistCp between unencrypted and encrypted locations fails,Datacopy,Data Copied,5/20/2023 23:05,5/25/2023 21:05,Closed,HADOOP_ENGG,2-High,UAT,Pamela Hancock
INC00016902,Sawyer Andrews,Apache Hadoop MapReduce Job History Server (JHS) vulnerability,Troubleshooting,Syster Driver Updated,12/31/2022 4:31,1/4/2023 5:31,In-Progress,HADOOP_ENGG,3-Moderate,SIT,Chloe Anderson
INC00016903,Julian Stout,Job failing with webHDFS error in Prod,Configuration,Workaround,1/23/2021 19:55,1/30/2021 10:55,On-Hold,HADOOP_SUPPORT_L2,4-Low,PROD,Kenny Kennedy
INC00016904,Edgar Edwards,unable to connect to hive service down,Access,Access Permissions Modified,10/8/2021 12:34,10/17/2021 9:34,On-Hold,HADOOP_SUPPORT_L1,1-Critical,UAT,Nyla Reid
INC00016905,Briony Moore,YARN log for : application_11111111111_2222  from PROD,Configuration,Workaround,10/16/2022 18:13,10/28/2022 12:13,In-Progress,HADOOP_ENGG,4-Low,SIT,Landin Vaughn
INC00016906,Hammett Rodriguez,Could you please check which user is locked this table in hive.,User Access,Permissions Updated,8/6/2020 5:06,8/17/2020 8:06,Resolved,HADOOP_SUPPORT_L2,3-Moderate,DEV,Isabella Sheppard
INC00016907,Bruno Barry,Export all polices to to PROD env in ranger,Configuration,Amend Configuration,2/1/2021 2:12,2/6/2021 5:12,Closed,HADOOP_SUPPORT_L3,3-Moderate,UAT,Guadalupe Mcneil
INC00016908,Kelsey Hall,unable to load files to HDFS path,Configuration,Amended Configuration,1/4/2023 22:57,1/12/2023 17:57,Resolved,HADOOP_SUPPORT_L3,4-Low,SIT,Dale Oliver
INC00016909,Hedwig Mcfarland,HUE Memory Limit Issue,Configuration,Workaround,7/12/2020 1:58,7/19/2020 20:58,On-Hold,HADOOP_SUPPORT_L1,1-Critical,DEV,Alonzo Berger
INC00016910,Madaline Stevens,Hive Slowness,Capacity,Additional Capacity,9/21/2022 13:40,10/2/2022 4:40,Resolved,HADOOP_SUPPORT_L2,4-Low,PROD,Kiera Gallegos
INC00016911,Serena Curry,Able to access Hadoop Tables through Hive, but not through impala,Capacity,8/4/2021 5:31,8/13/2021 7:31,Resolved,HADOOP_SUPPORT_L3,4-Low,PROD,Kaydence Luna
INC00016912,Wynne Ramos,Unable to Run Pyspark/Yarn Jobs/ Automated Jobs using service accounts,User Access,Permissions Updated,4/20/2023 8:02,4/20/2023 14:02,Resolved,HADOOP_ENGG,4-Low,DEV,Yurem Montes
INC00016913,Justin Perkins,CONTROL-M PROD  RANGER AUIDT FAILURE,Configuration,Workaround,3/7/2020 18:59,3/13/2020 12:59,In-Progress,HADOOP_SUPPORT_L3,3-Moderate,DEV,Uriel Howell
INC00016914,Kirby Tyson,Unable to access  hive from jupiter,Dependent System,Workaround,2/3/2023 14:20,2/10/2023 17:20,Resolved,HADOOP_SUPPORT_L1,1-Critical,DEV,Alyvia Baker
INC00016915,TaShya Levy,Job aborted abruptly,Capacity,Housekeeping,9/4/2020 4:31,9/13/2020 14:31,Closed,HADOOP_SUPPORT_L2,1-Critical,PROD,Kiera Gallegos
INC00016916,Cody Rich,Error Submitting Spark Job,Capacity,Workaround,11/12/2022 16:46,11/13/2022 15:46,New,HADOOP_SUPPORT_L2,2-High,PROD,Kiera Gallegos
INC00016917,Byron Grant,Erro with HUE/EAP,Capacity,Housekeeping,4/28/2021 5:02,5/2/2021 12:02,Closed,HADOOP_SUPPORT_L1,3-Moderate,UAT,Savanah Ho
INC00016918,Nicholas Wright,Unable to schedule wf_invalid. hue-oozie-1674471069.81,Account Administration,Training/Advise,12/30/2022 17:31,1/12/2023 2:31,Closed,HADOOP_SUPPORT_L1,4-Low,SIT,Lacey Cole
INC00016919,Aphrodite Wong,Facing issue with Yarn jobs,Configuration,Amend Configuration,5/30/2021 6:16,6/5/2021 2:16,Resolved,HADOOP_SUPPORT_L3,3-Moderate,UAT,Iyana Stein
INC00016920,Tyler Morgan,unable to connect to hive service down,Access,Access Permissions Modified,7/27/2021 16:06,7/28/2021 4:06,Resolved,HADOOP_SUPPORT_L1,1-Critical,SIT,Esmeralda Maldonado
INC00016921,Brooke Russell,HIVE not working, Always showing repload option,Dependent System,3/16/2023 6:28,3/17/2023 21:28,New,HADOOP_SUPPORT_L3,4-Low,DEV,Eva Underwood
INC00016922,Edward Faulkner,Unix_timestamp is not working in Hive its giving null Value.,Configuration,Amend Configuration,7/7/2021 20:28,7/12/2021 7:28,Resolved,HADOOP_SUPPORT_L2,1-Critical,UAT,Isabella Sheppard
INC00016923,Brady Coleman,HIVE not working, Always showing repload option,Dependent System,6/23/2022 21:49,7/5/2022 6:49,Resolved,HADOOP_SUPPORT_L3,3-Moderate,PROD,Iyana Stein
INC00016924,Nola Munoz,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,12/25/2022 13:53,1/2/2023 16:53,New,HADOOP_SUPPORT_L2,2-High,SIT,Edwin Ali
INC00016925,Odessa Barnes,HDFS NFS gateway and CDH installation (using packages) failedin HDFS,Configuration,Workaround,6/22/2022 19:50,6/29/2022 16:50,New,HADOOP_SUPPORT_L2,4-Low,SIT,Isabella Sheppard
INC00016926,James Ferguson,Error while executing pySpark jobs,No Fault Found,No Action Taken,4/27/2020 9:45,4/30/2020 13:45,In-Progress,HADOOP_ENGG,3-Moderate,SIT,Yurem Montes
INC00016927,James Dixon,Kindly check and let me know is it possible to add additional resource to hadoop_apac,Capacity,Additional Capacity,3/20/2021 15:17,3/23/2021 22:17,Resolved,HADOOP_SUPPORT_L3,3-Moderate,PROD,Laci Acosta
INC00016928,Kristen Cabrera,issue with hive property modification,Configuration,Workaround,12/17/2021 17:18,12/24/2021 12:18,In-Progress,HADOOP_SUPPORT_L1,4-Low,DEV,Kyra Velazquez
INC00016929,Clayton Cortez,Apache Hadoop MapReduce Job History Server (JHS) vulnerability,Troubleshooting,Syster Driver Updated,4/20/2022 3:34,4/23/2022 10:34,On-Hold,HADOOP_SUPPORT_L2,4-Low,SIT,Sullivan Preston
INC00016930,Tara Rogers,We are facing following issue due to which spark job getting fail,Data-Transaction,Workaround,12/17/2020 3:36,12/19/2020 20:36,Closed,HADOOP_SUPPORT_L3,4-Low,PROD,Kaydence Luna
INC00016931,Branden Rice,DistCp between unencrypted and encrypted locations fails,Datacopy,Data Copied,6/11/2021 5:25,6/22/2021 8:25,New,HADOOP_ENGG,3-Moderate,PROD,Landin Vaughn
INC00016932,Jason Heath,Hue Authentication getting expired repeatedly,Configuration,Workaround,2/19/2023 14:56,2/22/2023 15:56,On-Hold,HADOOP_SUPPORT_L1,4-Low,SIT,Esmeralda Maldonado
INC00016933,Samantha Deleon,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,2/12/2020 9:48,2/21/2020 1:48,New,HADOOP_SUPPORT_L2,3-Moderate,DEV,Damari Mcgrath
INC00016934,Heather Crawford,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,7/22/2022 9:55,7/28/2022 0:55,New,HADOOP_SUPPORT_L3,1-Critical,SIT,Uriel Howell
INC00016935,Yeo Weaver,unable to connect to hive service down,Access,Access Permissions Modified,2/6/2023 21:14,2/14/2023 21:14,On-Hold,HADOOP_SUPPORT_L1,4-Low,UAT,Shirley Randolph
INC00016936,Lyndon Howard,Job aborted abruptly,Capacity,Housekeeping,11/22/2020 5:24,11/28/2020 13:24,Resolved,HADOOP_SUPPORT_L3,1-Critical,SIT,Iyana Stein
INC00016937,April Mann,Job failing with webHDFS error in Prod,Configuration,Workaround,2/6/2022 5:48,2/9/2022 3:48,Resolved,HADOOP_SUPPORT_L1,2-High,SIT,Rosemary Bell
INC00016938,Brittany Horne,Revoke exeute priv for user in ranger,User Access,Permissions Updated,6/1/2021 8:10,6/8/2021 21:10,Closed,HADOOP_ENGG,4-Low,DEV,Seth Holder
